34	368	514	132	39	-9	5	5	122	216	156	219	200	219	236	218	133	300	215	302
459	296	377	48	0	6	6	-5	98	147	126	145	160	139	186	136	121	208	180	199
469	264	340	75	0	1	-4	-1	86	127	109	128	139	127	164	126	105	188	151	187
538	124	157	168	0	2	6	9	44	55	56	57	71	59	82	59	48	87	70	90
587	335	439	35	0	4	-1	3	116	163	148	166	189	169	219	168	131	245	199	248
2645	136	190	27	255	-8	2	-1	45	82	56	83	72	81	85	79	54	113	81	111
2646	132	179	416	0	7	-3	3	45	74	56	75	72	75	84	73	51	104	77	103
2650	120	168	876	500	2	2	11	42	68	52	71	66	72	77	73	41	94	67	98
2651	116	154	151	0	4	1	7	39	59	49	61	64	62	75	62	44	88	64	89
3919	203	274	0	0	3	5	8	59	94	79	98	105	102	128	103	67	152	106	157
4509	300	401	460	0	1	-2	1	100	158	130	161	165	160	195	157	124	231	173	230
4533	144	196	152	0	1	-9	8	50	74	61	78	77	82	91	82	56	109	78	113
5926	116	143	19	0	-8	-5	4	39	49	49	50	63	51	74	51	45	77	63	79
5927	155	160	0	0	-2	-8	2	44	77	61	78	84	79	101	78	54	121	89	121
5929	194	274	6	0	7	-7	2	67	113	87	114	112	114	130	111	77	158	120	157
8240	220	308	106	16	3	-2	3	72	126	95	129	120	129	142	127	88	182	123	182
8841	180	252	66	49	5	-9	-11	55	113	73	112	98	104	116	99	81	160	112	153
8964	364	492	220	0	6	-1	-14	115	215	151	208	195	191	226	181	154	285	232	259
8978	132	174	19	3	-8	-3	3	46	76	58	78	74	79	87	77	54	109	76	109
11095	188	262	94	25	-4	-3	-4	61	118	80	117	101	113	118	110	76	156	116	151
11437	248	319	105	0	5	9	0	79	118	102	119	133	118	157	116	99	180	143	178
11471	156	218	467	115	5	-9	5	50	87	67	90	87	92	104	91	59	133	89	134
11476	132	184	136	27	6	5	-4	42	80	55	81	70	78	83	75	57	113	80	109
11482	672	768	60	0	-1	10	-2	220	251	282	249	360	241	424	233	277	408	393	398
11500	180	252	91	34	-3	9	1	60	109	76	110	100	110	117	109	67	144	113	145
11510	108	150	82	51	-8	3	-2	37	63	46	63	59	62	69	60	46	90	63	88
11584	138	150	12	0	4	10	16	52	36	62	40	79	45	90	47	51	64	77	73
11592	236	330	1157	312	-8	-4	-6	74	145	98	144	128	137	153	132	98	197	144	190
11626	392	548	672	158	-5	10	11	132	220	168	228	214	236	253	236	136	309	222	322
11662	293	408	1439	470	-2	1	1	100	174	124	176	160	174	184	171	116	237	169	236
11721	240	336	363	203	1	-8	-2	76	145	99	146	129	143	151	139	92	197	142	193
11723	240	336	363	203	1	-8	-2	76	145	99	146	129	143	151	139	92	197	142	193
11735	260	364	103	10	4	7	5	86	148	112	150	146	152	170	153	99	216	150	219
11745	124	172	79	14	1	-8	-2	39	74	52	74	67	73	78	70	50	104	73	102
11777	152	212	403	202	-4	-10	2	53	90	66	91	85	91	99	90	60	123	92	123
11804	228	308	148	0	-2	-10	-4	75	130	95	130	122	127	144	121	92	179	140	173
11811	933	1278	882	0	5	4	5	326	508	401	518	511	525	594	521	358	723	540	733
