474	132	171	116	0	8	4	10	46	62	58	65	76	68	88	68	49	95	76	99
5504	152	212	139	14	-1	8	1	52	94	66	94	82	94	95	93	58	125	91	124
11631	224	312	234	1	2	8	-2	70	134	91	134	124	132	143	131	88	185	134	182
11632	280	295	108	0	-2	3	3	89	68	116	68	158	70	186	68	101	133	169	135
11634	168	234	47	2	-3	5	4	57	99	72	101	96	102	112	101	67	137	98	138
11635	432	333	19	0	-3	10	1	134	148	177	151	232	151	277	146	164	243	245	242
11731	220	308	132	47	10	-1	1	68	131	91	133	122	133	142	130	85	187	129	186
11736	152	212	287	0	-6	9	0	53	94	66	94	84	94	98	92	67	127	86	126
11753	236	330	375	168	3	-2	4	74	138	99	140	134	141	157	139	86	193	136	194
11754	360	504	284	225	2	-7	4	122	203	155	209	197	211	230	208	140	283	203	286
11758	264	368	165	61	-3	4	9	92	152	115	157	150	166	174	166	100	208	151	218
11763	428	598	588	25	-1	2	3	142	250	181	253	233	257	273	256	159	342	245	345
11764	428	598	588	25	-1	2	3	142	250	181	253	233	257	273	256	159	342	245	345
11801	156	218	573	191	-8	1	3	51	93	65	94	89	94	106	93	64	131	91	132
11837	288	402	110	549	-6	9	5	98	174	121	176	158	179	183	179	115	232	159	234
11843	716	1002	808	161	8	0	4	239	405	301	414	388	413	448	408	267	564	420	565
12059	948	853	287	0	1	-10	4	305	403	398	416	537	424	627	413	365	611	557	618
12062	360	504	506	214	4	6	7	123	209	157	214	204	223	234	224	145	294	202	301
12063	380	532	491	198	-6	5	12	128	217	160	224	213	235	250	238	143	305	201	316
12120	236	330	499	601	6	7	4	81	140	105	144	133	148	158	147	87	188	145	194
12121	216	302	1188	416	-5	4	-4	70	132	92	132	118	128	139	124	86	177	136	171
12149	176	246	857	590	0	-1	5	57	98	76	99	101	102	119	102	68	144	103	147
12151	361	504	698	313	-4	-5	6	122	195	153	201	204	209	240	209	139	291	201	298
12216	124	172	174	490	0	-10	-6	40	77	52	77	66	73	76	71	52	100	74	97
12225	464	648	439	618	-3	-5	-6	145	281	189	278	246	268	291	258	189	377	283	362
12234	164	228	606	588	0	-1	-3	53	100	69	100	92	97	107	94	69	135	97	133
12235	160	224	736	570	-4	2	-3	53	96	67	97	88	94	104	92	67	133	97	130
12237	164	228	170	430	9	10	4	55	98	71	99	93	98	108	97	64	137	95	138
12240	236	330	367	141	-2	0	0	71	134	93	137	125	138	148	136	84	201	129	203
12241	296	414	60	130	-1	-4	-1	94	177	120	179	156	177	183	172	119	260	175	256
12271	145	206	638	1243	3	6	-9	44	92	58	91	77	85	90	83	60	119	87	114
12274	448	626	1034	1105	-6	2	-3	139	276	182	276	243	270	287	262	175	367	278	359
12275	285	399	1748	256	0	-1	1	93	173	119	176	156	175	182	172	108	230	168	230
12281	608	850	691	392	3	-3	7	197	341	259	351	340	360	402	360	222	480	344	490
12399	300	379	665	1325	2	6	6	98	170	131	175	174	178	204	178	116	241	174	246
12423	1005	1407	934	17	5	-1	7	346	583	447	596	578	606	654	603	383	816	566	824
12430	528	738	1011	199	3	1	13	180	299	231	313	299	327	347	334	188	428	282	449
12431	372	372	706	0	5	-8	-2	113	77	151	81	203	77	239	73	152	171	221	167
12432	228	318	403	31	3	1	-1	73	141	95	140	124	139	147	135	90	196	132	194
12433	208	290	888	254	0	6	0	63	127	87	128	114	127	138	125	83	178	121	177
12434	180	252	649	218	5	-1	2	53	102	72	105	105	106	125	103	75	156	107	156
12435	316	442	916	346	-9	-7	10	103	179	133	187	175	195	210	196	110	257	173	268
12437	294	458	0	270	-4	-7	-13	68	210	98	207	137	194	163	182	109	271	172	252
12438	324	452	426	207	2	-4	-2	108	197	139	197	181	194	209	187	127	261	203	253
12457	404	564	733	36	10	-2	-5	131	243	168	242	221	233	254	226	174	334	230	325
12458	244	340	773	330	1	-9	-2	78	141	100	143	128	141	152	138	100	192	140	189
12459	952	1327	248	0	5	0	0	307	492	392	516	510	546	591	557	353	711	510	739
12469	857	1201	758	397	7	1	1	272	516	359	521	469	515	552	503	342	749	490	741
12525	2029	1536	19	0	-2	-10	6	764	515	965	552	1212	570	1413	551	847	989	1278	1021
12556	120	168	230	338	10	-3	5	43	73	53	74	67	74	77	73	47	98	72	98
12557	152	212	197	431	9	3	1	55	91	69	91	87	90	100	89	66	122	90	121
12560	188	262	243	350	5	1	-14	60	124	79	120	105	112	125	108	90	174	125	165
