11601	318	324	0	0	3	2	8	104	132	140	139	190	147	226	147	124	222	184	229
11637	333	487	0	13	-7	4	3	29	295	73	299	137	300	190	295	65	426	148	428
11638	180	252	16	125	-2	10	7	62	107	78	109	103	111	121	110	72	147	106	151
11640	333	500	0	0	-8	8	3	66	246	112	249	181	250	234	246	104	374	188	376
11641	204	284	188	48	-6	-7	8	65	117	87	121	123	126	151	125	79	179	127	187
11642	333	500	0	0	-10	-2	10	92	197	129	205	182	213	222	212	105	295	169	306
11643	333	479	0	21	-7	2	2	34	290	77	293	145	291	195	285	74	419	150	421
11644	136	190	149	40	-9	1	4	45	79	58	80	74	82	88	81	54	112	74	114
11646	368	457	20	33	5	-1	1	130	216	162	217	205	218	234	213	145	295	223	291
11647	1120	1568	658	579	-6	-9	12	386	641	489	665	621	703	731	707	421	884	601	917
11648	903	1245	0	2055	-1	-2	10	282	561	361	579	467	602	550	601	319	756	458	780
11649	884	1026	1629	0	-3	10	10	312	310	381	323	497	345	570	345	338	478	491	500
11650	316	442	249	49	-2	3	-4	103	196	132	196	172	191	201	186	137	269	184	264
11651	209	336	291	0	8	1	-7	83	151	107	150	142	142	166	134	115	210	155	204
11652	600	758	0	97	-2	10	4	148	428	216	439	315	449	394	440	206	604	324	609
11688	156	218	151	134	-6	10	10	54	89	67	91	88	95	104	96	60	126	87	131
11703	248	346	383	404	-7	-4	5	81	143	102	147	134	150	157	149	93	195	134	199
11739	425	539	0	0	9	-2	-2	163	151	209	152	268	149	305	146	203	244	284	239
11748	144	200	313	465	-2	4	-3	43	90	58	90	79	88	94	86	59	123	83	121
11789	200	280	132	130	6	-9	5	65	120	86	123	113	123	131	123	76	163	112	164
11795	268	342	116	138	8	0	-8	85	168	108	166	144	158	170	152	117	224	159	216
11798	156	218	148	27	6	5	5	54	93	68	94	87	95	100	94	63	128	85	129
11806	124	172	213	106	6	1	-1	41	75	54	75	70	74	81	73	50	102	73	101
12239	192	268	55	287	0	-1	1	63	114	81	115	104	114	124	112	78	156	109	156
12268	757	1061	370	256	5	10	-5	233	465	307	462	404	450	476	438	320	634	430	621
12280	656	918	1300	433	10	-1	5	211	378	278	387	359	390	426	390	251	533	366	538
12332	384	536	868	340	4	3	4	128	231	163	234	211	233	245	232	154	310	210	312
12335	252	352	669	485	0	-4	5	85	150	108	152	143	154	167	152	100	205	140	207
12337	192	268	1030	441	-2	9	5	65	116	83	118	108	119	127	118	75	154	109	156
12338	208	290	1049	411	5	-6	7	72	125	89	128	115	128	133	128	83	168	112	169
12340	496	694	826	155	0	5	6	155	295	201	303	268	307	316	307	180	392	273	400
12503	1728	2048	920	0	0	5	0	579	938	734	947	927	909	1076	883	672	1258	1001	1221
12504	640	480	25	0	6	-6	-8	198	234	260	231	347	213	404	199	276	368	376	353
12507	772	1083	684	759	10	8	2	266	456	333	462	417	460	476	460	325	623	441	621
12508	416	512	174	0	-2	6	3	133	177	175	183	237	190	277	187	163	275	242	283
12509	2520	2592	868	0	1	-1	-1	940	928	1173	936	1515	937	1744	910	1162	1555	1545	1549
12511	965	1348	920	463	-9	8	4	328	570	406	576	534	579	637	579	395	796	558	804
